,url,region,province,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
0,https://www.immoweb.be/en/classified/villa/for-sale/geraardsbergen%20moerbeke/9500/10832434,Flanders,East Flanders,Geraardsbergen Moerbeke,HOUSE,VILLA,335000.0,3.0,177.0,USA_HYPER_EQUIPPED,False,,True,,,,451,3,False,AS_NEW
1,https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/10815917,Wallonie,Walloon Brabant,Genappe,HOUSE,HOUSE,185000.0,1.0,88.0,SEMI_EQUIPPED,False,,True,10.0,True,50.0,148,2,False,TO_BE_DONE_UP
2,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/10815601,Flanders,East Flanders,Zottegem,HOUSE,HOUSE,189000.0,3.0,160.0,SEMI_EQUIPPED,,,True,15.0,True,50.0,167,2,False,GOOD
3,https://www.immoweb.be/en/classified/bungalow/for-sale/ans/4432/10815989,Wallonie,Liège,Ans,HOUSE,BUNGALOW,299000.0,3.0,126.0,INSTALLED,False,,True,11.0,True,620.0,984,4,False,GOOD
4,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/geraardsbergen%20moerbeke/9500/10815585,Flanders,East Flanders,Geraardsbergen Moerbeke,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
5,https://www.immoweb.be/en/classified/house/for-sale/machelen%20%28vlaams-brabant%29/1830/10816148,Flanders,Flemish Brabant,Machelen (vlaams-brabant),HOUSE,HOUSE,449000.0,4.0,292.0,USA_HYPER_EQUIPPED,False,,True,,True,824.0,955,3,False,TO_RENOVATE
6,https://www.immoweb.be/en/classified/exceptional-property/for-sale/assebroek/8310/10745663,Flanders,West Flanders,Assebroek,HOUSE,EXCEPTIONAL_PROPERTY,585000.0,6.0,275.0,NOT_INSTALLED,,,,,,,2139,4,,TO_RENOVATE
7,https://www.immoweb.be/en/classified/villa/for-sale/ternat/1740/10816624,Flanders,Flemish Brabant,Ternat,HOUSE,VILLA,595000.0,5.0,356.0,USA_HYPER_EQUIPPED,,,True,80.0,True,6000.0,8000,4,False,AS_NEW
8,https://www.immoweb.be/en/classified/apartment-block/for-sale/auderghem/1160/10825863,Brussels,Brussels,Auderghem,HOUSE,APARTMENT_BLOCK,1250000.0,6.0,350.0,INSTALLED,False,,True,16.0,True,500.0,706,3,False,GOOD
9,https://www.immoweb.be/en/classified/exceptional-property/for-sale/leuven/3000/10832781,Flanders,Flemish Brabant,Leuven,HOUSE,EXCEPTIONAL_PROPERTY,498000.0,3.0,157.0,HYPER_EQUIPPED,,,True,12.0,True,100.0,170,2,True,JUST_RENOVATED
10,https://www.immoweb.be/en/classified/house/for-sale/sint-agatha-berchem/1082/10833481,Brussels,Brussels,Sint-Agatha-Berchem,HOUSE,HOUSE,645000.0,4.0,268.0,USA_HYPER_EQUIPPED,,,True,,True,245.0,245,3,False,AS_NEW
11,https://www.immoweb.be/en/classified/villa/for-sale/hoeilaart/1560/10833608,Flanders,Flemish Brabant,Hoeilaart,HOUSE,VILLA,795000.0,4.0,315.0,HYPER_EQUIPPED,False,,True,,True,500.0,902,4,False,AS_NEW
12,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10813096,Flanders,East Flanders,Dendermonde,HOUSE,HOUSE,275000.0,4.0,163.0,HYPER_EQUIPPED,,,True,,True,50.0,134,2,False,GOOD
13,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10813103,Flanders,East Flanders,Herzele,HOUSE,HOUSE,295000.0,3.0,150.0,INSTALLED,,,True,,,,247,2,False,AS_NEW
14,https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/10813900,Wallonie,Liège,Wanze,HOUSE,HOUSE,299500.0,4.0,133.0,INSTALLED,,-1.0,True,25.0,True,400.0,503,4,,AS_NEW
15,https://www.immoweb.be/en/classified/house/for-sale/leuven%20heverlee/3001/10814710,Flanders,Flemish Brabant,Leuven Heverlee,HOUSE,HOUSE,584000.0,7.0,243.0,INSTALLED,False,,True,12.0,True,350.0,826,4,False,TO_BE_DONE_UP
16,https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/10813472,Brussels,Brussels,Jette,HOUSE,APARTMENT_BLOCK,1995000.0,14.0,850.0,HYPER_EQUIPPED,False,,True,15.0,True,100.0,260,2,False,GOOD
17,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge%20wandre/4020/10823345,Wallonie,Liège,Liège Wandre,HOUSE,HOUSE,229000.0,3.0,120.0,SEMI_EQUIPPED,False,,True,32.0,True,250.0,503,3,False,TO_BE_DONE_UP
18,https://www.immoweb.be/en/classified/villa/for-sale/fosses-la-ville/5070/10824050,Wallonie,Namur,Fosses-la-Ville,HOUSE,VILLA,450000.0,4.0,240.0,HYPER_EQUIPPED,False,,True,,,,837,4,False,AS_NEW
19,https://www.immoweb.be/en/classified/villa/for-sale/esneux/4130/10594932,Wallonie,Liège,Esneux,HOUSE,VILLA,496000.0,4.0,260.0,USA_INSTALLED,,-1.0,True,60.0,True,3133.0,3133,4,,AS_NEW
20,https://www.immoweb.be/en/classified/villa/for-sale/flobecq/7880/10824267,Wallonie,Hainaut,Flobecq,HOUSE,VILLA,715000.0,3.0,404.0,INSTALLED,,-1.0,True,,,,3344,4,,GOOD
21,https://www.immoweb.be/en/classified/house/for-sale/bi%C3%A8vre/5555/10832446,Wallonie,Namur,Bièvre,HOUSE,HOUSE,290000.0,4.0,267.0,USA_INSTALLED,,,True,20.0,True,800.0,950,3,False,GOOD
22,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10830890,Flanders,Flemish Brabant,Tervuren,HOUSE,HOUSE,560000.0,5.0,293.0,,False,,,,,,676,3,False,TO_RESTORE
23,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10831858,Flanders,Flemish Brabant,Wezembeek-Oppem,HOUSE,HOUSE,650000.0,4.0,200.0,HYPER_EQUIPPED,False,,True,,True,435.0,535,4,False,TO_BE_DONE_UP
24,https://www.immoweb.be/en/classified/villa/for-sale/seraing%20boncelles/4100/10831380,Wallonie,Liège,Seraing Boncelles,HOUSE,VILLA,890000.0,4.0,315.0,INSTALLED,False,,True,100.0,True,6541.0,6541,4,True,GOOD
25,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10831130,Brussels,Brussels,Etterbeek,HOUSE,HOUSE,1495000.0,6.0,275.0,HYPER_EQUIPPED,False,,True,40.0,True,300.0,632,3,False,TO_BE_DONE_UP
26,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10832636,Wallonie,Walloon Brabant,Waterloo,HOUSE,VILLA,1495000.0,4.0,425.0,INSTALLED,False,1.0,True,,True,,3336,4,True,GOOD
27,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/10831768,Flanders,Flemish Brabant,Dilbeek,HOUSE,VILLA,1500000.0,4.0,450.0,USA_HYPER_EQUIPPED,False,,True,100.0,True,1000.0,1000,4,False,AS_NEW
28,https://www.immoweb.be/en/classified/house/for-sale/vresse-sur-semois/5550/10810366,Wallonie,Namur,Vresse-sur-Semois,HOUSE,HOUSE,129000.0,3.0,124.0,SEMI_EQUIPPED,False,,True,5.0,,,127,3,False,GOOD
29,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/fleurus/6220/10811535,Wallonie,Hainaut,Fleurus,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
30,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10836155,Brussels,Brussels,Forest,APARTMENT,APARTMENT,420000.0,2.0,126.0,HYPER_EQUIPPED,False,,,,,,UNKNOWN,2,False,AS_NEW
31,https://www.immoweb.be/en/classified/house/for-sale/musson/6750/10641770,Wallonie,Luxembourg,Musson,HOUSE,HOUSE,115000.0,2.0,91.0,0,,-1.0,,,True,,170,2,,TO_RENOVATE
32,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10836150,Flanders,East Flanders,Lebbeke,HOUSE,HOUSE,359000.0,3.0,137.0,HYPER_EQUIPPED,False,,True,,True,230.0,357,3,,JUST_RENOVATED
33,https://www.immoweb.be/en/classified/villa/for-sale/soumagne/4630/10836148,Wallonie,Liège,Soumagne,HOUSE,VILLA,369000.0,3.0,,INSTALLED,False,,True,30.0,,,714,4,False,GOOD
34,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10836147,Flanders,Flemish Brabant,Kraainem,HOUSE,HOUSE,569000.0,4.0,207.0,0,False,,True,,,,464,4,False,TO_RENOVATE
35,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/10836146,Flanders,Antwerp,Mechelen,APARTMENT,APARTMENT,481000.0,4.0,168.0,USA_HYPER_EQUIPPED,False,,True,30.0,,,,2,,AS_NEW
36,https://www.immoweb.be/en/classified/house/for-sale/chaudfontaine/4050/10836141,Wallonie,Liège,Chaudfontaine,HOUSE,HOUSE,170000.0,2.0,120.0,,False,,,,True,45.0,0,3,,JUST_RENOVATED
